101
81
T [GeV]		muB [GeV]		c3_T4 [fm^3/GeV * GeV^4]
0.108000		0.600000		-0.082422
0.109000		0.600000		-0.079464
0.110000		0.600000		-0.076633
0.111000		0.600000		-0.073921
0.112000		0.600000		-0.071324
0.113000		0.600000		-0.068837
0.114000		0.600000		-0.066453
0.115000		0.600000		-0.064170
0.116000		0.600000		-0.061981
0.117000		0.600000		-0.059882
0.118000		0.600000		-0.057870
0.119000		0.600000		-0.055941
0.120000		0.600000		-0.054090
0.121000		0.600000		-0.052315
0.122000		0.600000		-0.050611
0.123000		0.600000		-0.048975
0.124000		0.600000		-0.047405
0.125000		0.600000		-0.045898
0.126000		0.600000		-0.044450
0.127000		0.600000		-0.043059
0.128000		0.600000		-0.041722
0.129000		0.600000		-0.040438
0.130000		0.600000		-0.039203
0.131000		0.600000		-0.038015
0.132000		0.600000		-0.036873
0.133000		0.600000		-0.035775
0.134000		0.600000		-0.034717
0.135000		0.600000		-0.033700
0.136000		0.600000		-0.032720
0.137000		0.600000		-0.031777
0.138000		0.600000		-0.030868
0.139000		0.600000		-0.029993
0.140000		0.600000		-0.029149
0.141000		0.600000		-0.028336
0.142000		0.600000		-0.027552
0.143000		0.600000		-0.026796
0.144000		0.600000		-0.026067
0.145000		0.600000		-0.025363
0.146000		0.600000		-0.024684
0.147000		0.600000		-0.024028
0.148000		0.600000		-0.023395
0.149000		0.600000		-0.022784
0.150000		0.600000		-0.022193
0.151000		0.600000		-0.021622
0.152000		0.600000		-0.021071
0.153000		0.600000		-0.020537
0.154000		0.600000		-0.020022
0.155000		0.600000		-0.019523
0.156000		0.600000		-0.019040
0.157000		0.600000		-0.018573
0.158000		0.600000		-0.018121
0.159000		0.600000		-0.017683
0.160000		0.600000		-0.017260
0.161000		0.600000		-0.016849
0.162000		0.600000		-0.016451
0.163000		0.600000		-0.016066
0.164000		0.600000		-0.015692
0.165000		0.600000		-0.015330
0.166000		0.600000		-0.014979
0.167000		0.600000		-0.014638
0.168000		0.600000		-0.014308
0.169000		0.600000		-0.013987
0.170000		0.600000		-0.013676
0.171000		0.600000		-0.013374
0.172000		0.600000		-0.013080
0.173000		0.600000		-0.012795
0.174000		0.600000		-0.012518
0.175000		0.600000		-0.012250
0.176000		0.600000		-0.011988
0.177000		0.600000		-0.011734
0.178000		0.600000		-0.011487
0.179000		0.600000		-0.011247
0.180000		0.600000		-0.011014
0.181000		0.600000		-0.010786
0.182000		0.600000		-0.010565
0.183000		0.600000		-0.010350
0.184000		0.600000		-0.010141
0.185000		0.600000		-0.009937
0.186000		0.600000		-0.009739
0.187000		0.600000		-0.009546
0.188000		0.600000		-0.009358
0.189000		0.600000		-0.009174
0.190000		0.600000		-0.008996
0.191000		0.600000		-0.008822
0.192000		0.600000		-0.008652
0.193000		0.600000		-0.008487
0.194000		0.600000		-0.008326
0.195000		0.600000		-0.008168
0.196000		0.600000		-0.008015
0.197000		0.600000		-0.007866
0.198000		0.600000		-0.007720
0.199000		0.600000		-0.007577
0.200000		0.600000		-0.007439
0.100000		0.610000		-0.106185
0.101000		0.610000		-0.102145
0.102000		0.610000		-0.098285
0.103000		0.610000		-0.094595
0.104000		0.610000		-0.091068
0.105000		0.610000		-0.087696
0.106000		0.610000		-0.084471
0.107000		0.610000		-0.081386
0.108000		0.610000		-0.078435
0.109000		0.610000		-0.075612
0.110000		0.610000		-0.072910
0.111000		0.610000		-0.070324
0.112000		0.610000		-0.067849
0.113000		0.610000		-0.065479
0.114000		0.610000		-0.063209
0.115000		0.610000		-0.061034
0.116000		0.610000		-0.058951
0.117000		0.610000		-0.056955
0.118000		0.610000		-0.055041
0.119000		0.610000		-0.053207
0.120000		0.610000		-0.051448
0.121000		0.610000		-0.049761
0.122000		0.610000		-0.048143
0.123000		0.610000		-0.046590
0.124000		0.610000		-0.045100
0.125000		0.610000		-0.043669
0.126000		0.610000		-0.042295
0.127000		0.610000		-0.040976
0.128000		0.610000		-0.039708
0.129000		0.610000		-0.038490
0.130000		0.610000		-0.037319
0.131000		0.610000		-0.036194
0.132000		0.610000		-0.035112
0.133000		0.610000		-0.034070
0.134000		0.610000		-0.033069
0.135000		0.610000		-0.032105
0.136000		0.610000		-0.031177
0.137000		0.610000		-0.030284
0.138000		0.610000		-0.029423
0.139000		0.610000		-0.028594
0.140000		0.610000		-0.027796
0.141000		0.610000		-0.027026
0.142000		0.610000		-0.026284
0.143000		0.610000		-0.025568
0.144000		0.610000		-0.024878
0.145000		0.610000		-0.024211
0.146000		0.610000		-0.023569
0.147000		0.610000		-0.022948
0.148000		0.610000		-0.022349
0.149000		0.610000		-0.021770
0.150000		0.610000		-0.021211
0.151000		0.610000		-0.020671
0.152000		0.610000		-0.020148
0.153000		0.610000		-0.019644
0.154000		0.610000		-0.019155
0.155000		0.610000		-0.018683
0.156000		0.610000		-0.018226
0.157000		0.610000		-0.017784
0.158000		0.610000		-0.017356
0.159000		0.610000		-0.016941
0.160000		0.610000		-0.016540
0.161000		0.610000		-0.016151
0.162000		0.610000		-0.015774
0.163000		0.610000		-0.015409
0.164000		0.610000		-0.015055
0.165000		0.610000		-0.014712
0.166000		0.610000		-0.014379
0.167000		0.610000		-0.014056
0.168000		0.610000		-0.013742
0.169000		0.610000		-0.013438
0.170000		0.610000		-0.013143
0.171000		0.610000		-0.012857
0.172000		0.610000		-0.012578
0.173000		0.610000		-0.012308
0.174000		0.610000		-0.012045
0.175000		0.610000		-0.011790
0.176000		0.610000		-0.011542
0.177000		0.610000		-0.011301
0.178000		0.610000		-0.011066
0.179000		0.610000		-0.010838
0.180000		0.610000		-0.010616
0.181000		0.610000		-0.010401
0.182000		0.610000		-0.010191
0.183000		0.610000		-0.009986
0.184000		0.610000		-0.009787
0.185000		0.610000		-0.009593
0.186000		0.610000		-0.009405
0.187000		0.610000		-0.009221
0.188000		0.610000		-0.009042
0.189000		0.610000		-0.008867
0.190000		0.610000		-0.008697
0.191000		0.610000		-0.008532
0.192000		0.610000		-0.008370
0.193000		0.610000		-0.008213
0.194000		0.610000		-0.008059
0.195000		0.610000		-0.007909
0.196000		0.610000		-0.007763
0.197000		0.610000		-0.007620
0.198000		0.610000		-0.007481
0.199000		0.610000		-0.007346
0.200000		0.610000		-0.007213
0.100000		0.620000		-0.100915
0.101000		0.620000		-0.097054
0.102000		0.620000		-0.093367
0.103000		0.620000		-0.089844
0.104000		0.620000		-0.086479
0.105000		0.620000		-0.083263
0.106000		0.620000		-0.080189
0.107000		0.620000		-0.077251
0.108000		0.620000		-0.074442
0.109000		0.620000		-0.071755
0.110000		0.620000		-0.069186
0.111000		0.620000		-0.066727
0.112000		0.620000		-0.064375
0.113000		0.620000		-0.062123
0.114000		0.620000		-0.059968
0.115000		0.620000		-0.057904
0.116000		0.620000		-0.055928
0.117000		0.620000		-0.054034
0.118000		0.620000		-0.052220
0.119000		0.620000		-0.050482
0.120000		0.620000		-0.048815
0.121000		0.620000		-0.047218
0.122000		0.620000		-0.045685
0.123000		0.620000		-0.044215
0.124000		0.620000		-0.042805
0.125000		0.620000		-0.041451
0.126000		0.620000		-0.040151
0.127000		0.620000		-0.038904
0.128000		0.620000		-0.037705
0.129000		0.620000		-0.036554
0.130000		0.620000		-0.035447
0.131000		0.620000		-0.034383
0.132000		0.620000		-0.033361
0.133000		0.620000		-0.032377
0.134000		0.620000		-0.031431
0.135000		0.620000		-0.030521
0.136000		0.620000		-0.029644
0.137000		0.620000		-0.028801
0.138000		0.620000		-0.027988
0.139000		0.620000		-0.027205
0.140000		0.620000		-0.026451
0.141000		0.620000		-0.025725
0.142000		0.620000		-0.025024
0.143000		0.620000		-0.024348
0.144000		0.620000		-0.023697
0.145000		0.620000		-0.023068
0.146000		0.620000		-0.022461
0.147000		0.620000		-0.021875
0.148000		0.620000		-0.021309
0.149000		0.620000		-0.020763
0.150000		0.620000		-0.020235
0.151000		0.620000		-0.019725
0.152000		0.620000		-0.019232
0.153000		0.620000		-0.018755
0.154000		0.620000		-0.018294
0.155000		0.620000		-0.017848
0.156000		0.620000		-0.017417
0.157000		0.620000		-0.016999
0.158000		0.620000		-0.016594
0.159000		0.620000		-0.016203
0.160000		0.620000		-0.015824
0.161000		0.620000		-0.015456
0.162000		0.620000		-0.015100
0.163000		0.620000		-0.014755
0.164000		0.620000		-0.014420
0.165000		0.620000		-0.014096
0.166000		0.620000		-0.013781
0.167000		0.620000		-0.013476
0.168000		0.620000		-0.013179
0.169000		0.620000		-0.012892
0.170000		0.620000		-0.012612
0.171000		0.620000		-0.012341
0.172000		0.620000		-0.012078
0.173000		0.620000		-0.011822
0.174000		0.620000		-0.011573
0.175000		0.620000		-0.011332
0.176000		0.620000		-0.011097
0.177000		0.620000		-0.010868
0.178000		0.620000		-0.010646
0.179000		0.620000		-0.010430
0.180000		0.620000		-0.010220
0.181000		0.620000		-0.010015
0.182000		0.620000		-0.009816
0.183000		0.620000		-0.009622
0.184000		0.620000		-0.009433
0.185000		0.620000		-0.009249
0.186000		0.620000		-0.009070
0.187000		0.620000		-0.008896
0.188000		0.620000		-0.008726
0.189000		0.620000		-0.008560
0.190000		0.620000		-0.008398
0.191000		0.620000		-0.008241
0.192000		0.620000		-0.008087
0.193000		0.620000		-0.007938
0.194000		0.620000		-0.007791
0.195000		0.620000		-0.007649
0.196000		0.620000		-0.007510
0.197000		0.620000		-0.007374
0.198000		0.620000		-0.007242
0.199000		0.620000		-0.007112
0.200000		0.620000		-0.006986
0.100000		0.630000		-0.095620
0.101000		0.630000		-0.091942
0.102000		0.630000		-0.088431
0.103000		0.630000		-0.085080
0.104000		0.630000		-0.081880
0.105000		0.630000		-0.078824
0.106000		0.630000		-0.075904
0.107000		0.630000		-0.073115
0.108000		0.630000		-0.070450
0.109000		0.630000		-0.067902
0.110000		0.630000		-0.065466
0.111000		0.630000		-0.063137
0.112000		0.630000		-0.060909
0.113000		0.630000		-0.058778
0.114000		0.630000		-0.056738
0.115000		0.630000		-0.054786
0.116000		0.630000		-0.052917
0.117000		0.630000		-0.051128
0.118000		0.630000		-0.049414
0.119000		0.630000		-0.047772
0.120000		0.630000		-0.046198
0.121000		0.630000		-0.044690
0.122000		0.630000		-0.043243
0.123000		0.630000		-0.041856
0.124000		0.630000		-0.040526
0.125000		0.630000		-0.039249
0.126000		0.630000		-0.038024
0.127000		0.630000		-0.036848
0.128000		0.630000		-0.035718
0.129000		0.630000		-0.034633
0.130000		0.630000		-0.033590
0.131000		0.630000		-0.032588
0.132000		0.630000		-0.031625
0.133000		0.630000		-0.030699
0.134000		0.630000		-0.029808
0.135000		0.630000		-0.028950
0.136000		0.630000		-0.028125
0.137000		0.630000		-0.027331
0.138000		0.630000		-0.026566
0.139000		0.630000		-0.025829
0.140000		0.630000		-0.025119
0.141000		0.630000		-0.024435
0.142000		0.630000		-0.023776
0.143000		0.630000		-0.023140
0.144000		0.630000		-0.022526
0.145000		0.630000		-0.021934
0.146000		0.630000		-0.021363
0.147000		0.630000		-0.020812
0.148000		0.630000		-0.020279
0.149000		0.630000		-0.019765
0.150000		0.630000		-0.019268
0.151000		0.630000		-0.018788
0.152000		0.630000		-0.018323
0.153000		0.630000		-0.017874
0.154000		0.630000		-0.017440
0.155000		0.630000		-0.017020
0.156000		0.630000		-0.016614
0.157000		0.630000		-0.016220
0.158000		0.630000		-0.015839
0.159000		0.630000		-0.015470
0.160000		0.630000		-0.015113
0.161000		0.630000		-0.014767
0.162000		0.630000		-0.014431
0.163000		0.630000		-0.014106
0.164000		0.630000		-0.013790
0.165000		0.630000		-0.013484
0.166000		0.630000		-0.013187
0.167000		0.630000		-0.012899
0.168000		0.630000		-0.012620
0.169000		0.630000		-0.012348
0.170000		0.630000		-0.012085
0.171000		0.630000		-0.011828
0.172000		0.630000		-0.011580
0.173000		0.630000		-0.011338
0.174000		0.630000		-0.011103
0.175000		0.630000		-0.010875
0.176000		0.630000		-0.010653
0.177000		0.630000		-0.010437
0.178000		0.630000		-0.010227
0.179000		0.630000		-0.010023
0.180000		0.630000		-0.009824
0.181000		0.630000		-0.009630
0.182000		0.630000		-0.009442
0.183000		0.630000		-0.009258
0.184000		0.630000		-0.009079
0.185000		0.630000		-0.008905
0.186000		0.630000		-0.008736
0.187000		0.630000		-0.008570
0.188000		0.630000		-0.008409
0.189000		0.630000		-0.008252
0.190000		0.630000		-0.008099
0.191000		0.630000		-0.007950
0.192000		0.630000		-0.007804
0.193000		0.630000		-0.007662
0.194000		0.630000		-0.007523
0.195000		0.630000		-0.007388
0.196000		0.630000		-0.007256
0.197000		0.630000		-0.007127
0.198000		0.630000		-0.007001
0.199000		0.630000		-0.006879
0.200000		0.630000		-0.006759
0.100000		0.640000		-0.090310
0.101000		0.640000		-0.086819
0.102000		0.640000		-0.083490
0.103000		0.640000		-0.080314
0.104000		0.640000		-0.077282
0.105000		0.640000		-0.074389
0.106000		0.640000		-0.071627
0.107000		0.640000		-0.068989
0.108000		0.640000		-0.066469
0.109000		0.640000		-0.064062
0.110000		0.640000		-0.061762
0.111000		0.640000		-0.059563
0.112000		0.640000		-0.057462
0.113000		0.640000		-0.055451
0.114000		0.640000		-0.053529
0.115000		0.640000		-0.051689
0.116000		0.640000		-0.049929
0.117000		0.640000		-0.048243
0.118000		0.640000		-0.046630
0.119000		0.640000		-0.045084
0.120000		0.640000		-0.043604
0.121000		0.640000		-0.042185
0.122000		0.640000		-0.040825
0.123000		0.640000		-0.039521
0.124000		0.640000		-0.038270
0.125000		0.640000		-0.037070
0.126000		0.640000		-0.035919
0.127000		0.640000		-0.034814
0.128000		0.640000		-0.033753
0.129000		0.640000		-0.032734
0.130000		0.640000		-0.031755
0.131000		0.640000		-0.030814
0.132000		0.640000		-0.029909
0.133000		0.640000		-0.029040
0.134000		0.640000		-0.028203
0.135000		0.640000		-0.027399
0.136000		0.640000		-0.026624
0.137000		0.640000		-0.025879
0.138000		0.640000		-0.025161
0.139000		0.640000		-0.024470
0.140000		0.640000		-0.023803
0.141000		0.640000		-0.023161
0.142000		0.640000		-0.022542
0.143000		0.640000		-0.021946
0.144000		0.640000		-0.021370
0.145000		0.640000		-0.020814
0.146000		0.640000		-0.020278
0.147000		0.640000		-0.019761
0.148000		0.640000		-0.019261
0.149000		0.640000		-0.018778
0.150000		0.640000		-0.018312
0.151000		0.640000		-0.017861
0.152000		0.640000		-0.017425
0.153000		0.640000		-0.017003
0.154000		0.640000		-0.016595
0.155000		0.640000		-0.016201
0.156000		0.640000		-0.015819
0.157000		0.640000		-0.015449
0.158000		0.640000		-0.015092
0.159000		0.640000		-0.014745
0.160000		0.640000		-0.014409
0.161000		0.640000		-0.014083
0.162000		0.640000		-0.013768
0.163000		0.640000		-0.013462
0.164000		0.640000		-0.013165
0.165000		0.640000		-0.012878
0.166000		0.640000		-0.012598
0.167000		0.640000		-0.012327
0.168000		0.640000		-0.012064
0.169000		0.640000		-0.011809
0.170000		0.640000		-0.011561
0.171000		0.640000		-0.011319
0.172000		0.640000		-0.011085
0.173000		0.640000		-0.010858
0.174000		0.640000		-0.010636
0.175000		0.640000		-0.010421
0.176000		0.640000		-0.010212
0.177000		0.640000		-0.010008
0.178000		0.640000		-0.009810
0.179000		0.640000		-0.009617
0.180000		0.640000		-0.009430
0.181000		0.640000		-0.009247
0.182000		0.640000		-0.009069
0.183000		0.640000		-0.008896
0.184000		0.640000		-0.008727
0.185000		0.640000		-0.008563
0.186000		0.640000		-0.008402
0.187000		0.640000		-0.008246
0.188000		0.640000		-0.008094
0.189000		0.640000		-0.007945
0.190000		0.640000		-0.007801
0.191000		0.640000		-0.007659
0.192000		0.640000		-0.007521
0.193000		0.640000		-0.007387
0.194000		0.640000		-0.007256
0.195000		0.640000		-0.007127
0.196000		0.640000		-0.007002
0.197000		0.640000		-0.006880
0.198000		0.640000		-0.006761
0.199000		0.640000		-0.006644
0.200000		0.640000		-0.006531
0.100000		0.650000		-0.085001
0.101000		0.650000		-0.081703
0.102000		0.650000		-0.078559
0.103000		0.650000		-0.075560
0.104000		0.650000		-0.072701
0.105000		0.650000		-0.069973
0.106000		0.650000		-0.067370
0.107000		0.650000		-0.064886
0.108000		0.650000		-0.062514
0.109000		0.650000		-0.060249
0.110000		0.650000		-0.058086
0.111000		0.650000		-0.056019
0.112000		0.650000		-0.054044
0.113000		0.650000		-0.052156
0.114000		0.650000		-0.050350
0.115000		0.650000		-0.048624
0.116000		0.650000		-0.046972
0.117000		0.650000		-0.045391
0.118000		0.650000		-0.043877
0.119000		0.650000		-0.042428
0.120000		0.650000		-0.041041
0.121000		0.650000		-0.039711
0.122000		0.650000		-0.038437
0.123000		0.650000		-0.037215
0.124000		0.650000		-0.036044
0.125000		0.650000		-0.034920
0.126000		0.650000		-0.033843
0.127000		0.650000		-0.032808
0.128000		0.650000		-0.031815
0.129000		0.650000		-0.030861
0.130000		0.650000		-0.029945
0.131000		0.650000		-0.029065
0.132000		0.650000		-0.028219
0.133000		0.650000		-0.027405
0.134000		0.650000		-0.026623
0.135000		0.650000		-0.025870
0.136000		0.650000		-0.025145
0.137000		0.650000		-0.024448
0.138000		0.650000		-0.023777
0.139000		0.650000		-0.023130
0.140000		0.650000		-0.022507
0.141000		0.650000		-0.021906
0.142000		0.650000		-0.021327
0.143000		0.650000		-0.020769
0.144000		0.650000		-0.020230
0.145000		0.650000		-0.019711
0.146000		0.650000		-0.019209
0.147000		0.650000		-0.018725
0.148000		0.650000		-0.018257
0.149000		0.650000		-0.017805
0.150000		0.650000		-0.017369
0.151000		0.650000		-0.016947
0.152000		0.650000		-0.016538
0.153000		0.650000		-0.016144
0.154000		0.650000		-0.015762
0.155000		0.650000		-0.015393
0.156000		0.650000		-0.015035
0.157000		0.650000		-0.014689
0.158000		0.650000		-0.014353
0.159000		0.650000		-0.014029
0.160000		0.650000		-0.013714
0.161000		0.650000		-0.013409
0.162000		0.650000		-0.013113
0.163000		0.650000		-0.012826
0.164000		0.650000		-0.012548
0.165000		0.650000		-0.012278
0.166000		0.650000		-0.012016
0.167000		0.650000		-0.011761
0.168000		0.650000		-0.011515
0.169000		0.650000		-0.011275
0.170000		0.650000		-0.011042
0.171000		0.650000		-0.010815
0.172000		0.650000		-0.010595
0.173000		0.650000		-0.010381
0.174000		0.650000		-0.010173
0.175000		0.650000		-0.009971
0.176000		0.650000		-0.009774
0.177000		0.650000		-0.009583
0.178000		0.650000		-0.009397
0.179000		0.650000		-0.009215
0.180000		0.650000		-0.009039
0.181000		0.650000		-0.008867
0.182000		0.650000		-0.008699
0.183000		0.650000		-0.008536
0.184000		0.650000		-0.008377
0.185000		0.650000		-0.008222
0.186000		0.650000		-0.008071
0.187000		0.650000		-0.007924
0.188000		0.650000		-0.007780
0.189000		0.650000		-0.007640
0.190000		0.650000		-0.007503
0.191000		0.650000		-0.007370
0.192000		0.650000		-0.007240
0.193000		0.650000		-0.007113
0.194000		0.650000		-0.006988
0.195000		0.650000		-0.006867
0.196000		0.650000		-0.006749
0.197000		0.650000		-0.006634
0.198000		0.650000		-0.006521
0.199000		0.650000		-0.006411
0.200000		0.650000		-0.006303
0.100000		0.660000		-0.079715
0.101000		0.660000		-0.076612
0.102000		0.660000		-0.073656
0.103000		0.660000		-0.070839
0.104000		0.660000		-0.068154
0.105000		0.660000		-0.065594
0.106000		0.660000		-0.063152
0.107000		0.660000		-0.060823
0.108000		0.660000		-0.058600
0.109000		0.660000		-0.056478
0.110000		0.660000		-0.054452
0.111000		0.660000		-0.052518
0.112000		0.660000		-0.050670
0.113000		0.660000		-0.048904
0.114000		0.660000		-0.047215
0.115000		0.660000		-0.045601
0.116000		0.660000		-0.044057
0.117000		0.660000		-0.042580
0.118000		0.660000		-0.041167
0.119000		0.660000		-0.039814
0.120000		0.660000		-0.038518
0.121000		0.660000		-0.037277
0.122000		0.660000		-0.036088
0.123000		0.660000		-0.034948
0.124000		0.660000		-0.033856
0.125000		0.660000		-0.032808
0.126000		0.660000		-0.031802
0.127000		0.660000		-0.030837
0.128000		0.660000		-0.029911
0.129000		0.660000		-0.029022
0.130000		0.660000		-0.028168
0.131000		0.660000		-0.027347
0.132000		0.660000		-0.026558
0.133000		0.660000		-0.025800
0.134000		0.660000		-0.025070
0.135000		0.660000		-0.024369
0.136000		0.660000		-0.023694
0.137000		0.660000		-0.023044
0.138000		0.660000		-0.022418
0.139000		0.660000		-0.021815
0.140000		0.660000		-0.021234
0.141000		0.660000		-0.020674
0.142000		0.660000		-0.020134
0.143000		0.660000		-0.019613
0.144000		0.660000		-0.019111
0.145000		0.660000		-0.018626
0.146000		0.660000		-0.018159
0.147000		0.660000		-0.017707
0.148000		0.660000		-0.017271
0.149000		0.660000		-0.016849
0.150000		0.660000		-0.016442
0.151000		0.660000		-0.016048
0.152000		0.660000		-0.015667
0.153000		0.660000		-0.015299
0.154000		0.660000		-0.014942
0.155000		0.660000		-0.014597
0.156000		0.660000		-0.014263
0.157000		0.660000		-0.013940
0.158000		0.660000		-0.013627
0.159000		0.660000		-0.013323
0.160000		0.660000		-0.013029
0.161000		0.660000		-0.012744
0.162000		0.660000		-0.012467
0.163000		0.660000		-0.012199
0.164000		0.660000		-0.011939
0.165000		0.660000		-0.011686
0.166000		0.660000		-0.011441
0.167000		0.660000		-0.011203
0.168000		0.660000		-0.010972
0.169000		0.660000		-0.010747
0.170000		0.660000		-0.010529
0.171000		0.660000		-0.010317
0.172000		0.660000		-0.010111
0.173000		0.660000		-0.009911
0.174000		0.660000		-0.009716
0.175000		0.660000		-0.009526
0.176000		0.660000		-0.009342
0.177000		0.660000		-0.009162
0.178000		0.660000		-0.008987
0.179000		0.660000		-0.008817
0.180000		0.660000		-0.008651
0.181000		0.660000		-0.008490
0.182000		0.660000		-0.008332
0.183000		0.660000		-0.008179
0.184000		0.660000		-0.008029
0.185000		0.660000		-0.007884
0.186000		0.660000		-0.007742
0.187000		0.660000		-0.007603
0.188000		0.660000		-0.007468
0.189000		0.660000		-0.007336
0.190000		0.660000		-0.007207
0.191000		0.660000		-0.007082
0.192000		0.660000		-0.006959
0.193000		0.660000		-0.006839
0.194000		0.660000		-0.006723
0.195000		0.660000		-0.006608
0.196000		0.660000		-0.006497
0.197000		0.660000		-0.006388
0.198000		0.660000		-0.006281
0.199000		0.660000		-0.006177
0.200000		0.660000		-0.006076
0.100000		0.670000		-0.074475
0.101000		0.670000		-0.071570
0.102000		0.670000		-0.068805
0.103000		0.670000		-0.066171
0.104000		0.670000		-0.063662
0.105000		0.670000		-0.061270
0.106000		0.670000		-0.058991
0.107000		0.670000		-0.056817
0.108000		0.670000		-0.054743
0.109000		0.670000		-0.052765
0.110000		0.670000		-0.050877
0.111000		0.670000		-0.049074
0.112000		0.670000		-0.047353
0.113000		0.670000		-0.045708
0.114000		0.670000		-0.044137
0.115000		0.670000		-0.042634
0.116000		0.670000		-0.041198
0.117000		0.670000		-0.039824
0.118000		0.670000		-0.038509
0.119000		0.670000		-0.037251
0.120000		0.670000		-0.036046
0.121000		0.670000		-0.034893
0.122000		0.670000		-0.033787
0.123000		0.670000		-0.032728
0.124000		0.670000		-0.031713
0.125000		0.670000		-0.030739
0.126000		0.670000		-0.029805
0.127000		0.670000		-0.028909
0.128000		0.670000		-0.028048
0.129000		0.670000		-0.027222
0.130000		0.670000		-0.026429
0.131000		0.670000		-0.025667
0.132000		0.670000		-0.024934
0.133000		0.670000		-0.024230
0.134000		0.670000		-0.023552
0.135000		0.670000		-0.022900
0.136000		0.670000		-0.022273
0.137000		0.670000		-0.021669
0.138000		0.670000		-0.021088
0.139000		0.670000		-0.020528
0.140000		0.670000		-0.019988
0.141000		0.670000		-0.019468
0.142000		0.670000		-0.018966
0.143000		0.670000		-0.018482
0.144000		0.670000		-0.018015
0.145000		0.670000		-0.017565
0.146000		0.670000		-0.017130
0.147000		0.670000		-0.016710
0.148000		0.670000		-0.016304
0.149000		0.670000		-0.015912
0.150000		0.670000		-0.015533
0.151000		0.670000		-0.015167
0.152000		0.670000		-0.014812
0.153000		0.670000		-0.014470
0.154000		0.670000		-0.014138
0.155000		0.670000		-0.013817
0.156000		0.670000		-0.013506
0.157000		0.670000		-0.013205
0.158000		0.670000		-0.012913
0.159000		0.670000		-0.012630
0.160000		0.670000		-0.012356
0.161000		0.670000		-0.012090
0.162000		0.670000		-0.011833
0.163000		0.670000		-0.011583
0.164000		0.670000		-0.011340
0.165000		0.670000		-0.011104
0.166000		0.670000		-0.010876
0.167000		0.670000		-0.010654
0.168000		0.670000		-0.010438
0.169000		0.670000		-0.010228
0.170000		0.670000		-0.010024
0.171000		0.670000		-0.009826
0.172000		0.670000		-0.009634
0.173000		0.670000		-0.009446
0.174000		0.670000		-0.009264
0.175000		0.670000		-0.009087
0.176000		0.670000		-0.008914
0.177000		0.670000		-0.008746
0.178000		0.670000		-0.008583
0.179000		0.670000		-0.008423
0.180000		0.670000		-0.008268
0.181000		0.670000		-0.008117
0.182000		0.670000		-0.007969
0.183000		0.670000		-0.007826
0.184000		0.670000		-0.007686
0.185000		0.670000		-0.007549
0.186000		0.670000		-0.007416
0.187000		0.670000		-0.007286
0.188000		0.670000		-0.007159
0.189000		0.670000		-0.007035
0.190000		0.670000		-0.006914
0.191000		0.670000		-0.006796
0.192000		0.670000		-0.006681
0.193000		0.670000		-0.006568
0.194000		0.670000		-0.006459
0.195000		0.670000		-0.006351
0.196000		0.670000		-0.006246
0.197000		0.670000		-0.006144
0.198000		0.670000		-0.006043
0.199000		0.670000		-0.005945
0.200000		0.670000		-0.005849
0.100000		0.680000		-0.069308
0.101000		0.680000		-0.066603
0.102000		0.680000		-0.064030
0.103000		0.680000		-0.061580
0.104000		0.680000		-0.059247
0.105000		0.680000		-0.057024
0.106000		0.680000		-0.054907
0.107000		0.680000		-0.052888
0.108000		0.680000		-0.050963
0.109000		0.680000		-0.049128
0.110000		0.680000		-0.047376
0.111000		0.680000		-0.045704
0.112000		0.680000		-0.044108
0.113000		0.680000		-0.042584
0.114000		0.680000		-0.041127
0.115000		0.680000		-0.039735
0.116000		0.680000		-0.038405
0.117000		0.680000		-0.037132
0.118000		0.680000		-0.035915
0.119000		0.680000		-0.034750
0.120000		0.680000		-0.033635
0.121000		0.680000		-0.032567
0.122000		0.680000		-0.031544
0.123000		0.680000		-0.030564
0.124000		0.680000		-0.029624
0.125000		0.680000		-0.028723
0.126000		0.680000		-0.027858
0.127000		0.680000		-0.027029
0.128000		0.680000		-0.026233
0.129000		0.680000		-0.025469
0.130000		0.680000		-0.024735
0.131000		0.680000		-0.024029
0.132000		0.680000		-0.023351
0.133000		0.680000		-0.022699
0.134000		0.680000		-0.022072
0.135000		0.680000		-0.021469
0.136000		0.680000		-0.020888
0.137000		0.680000		-0.020330
0.138000		0.680000		-0.019791
0.139000		0.680000		-0.019273
0.140000		0.680000		-0.018773
0.141000		0.680000		-0.018291
0.142000		0.680000		-0.017827
0.143000		0.680000		-0.017379
0.144000		0.680000		-0.016946
0.145000		0.680000		-0.016529
0.146000		0.680000		-0.016126
0.147000		0.680000		-0.015737
0.148000		0.680000		-0.015361
0.149000		0.680000		-0.014997
0.150000		0.680000		-0.014646
0.151000		0.680000		-0.014306
0.152000		0.680000		-0.013977
0.153000		0.680000		-0.013659
0.154000		0.680000		-0.013352
0.155000		0.680000		-0.013054
0.156000		0.680000		-0.012765
0.157000		0.680000		-0.012486
0.158000		0.680000		-0.012215
0.159000		0.680000		-0.011952
0.160000		0.680000		-0.011697
0.161000		0.680000		-0.011450
0.162000		0.680000		-0.011211
0.163000		0.680000		-0.010978
0.164000		0.680000		-0.010753
0.165000		0.680000		-0.010534
0.166000		0.680000		-0.010321
0.167000		0.680000		-0.010114
0.168000		0.680000		-0.009914
0.169000		0.680000		-0.009718
0.170000		0.680000		-0.009529
0.171000		0.680000		-0.009344
